Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,GestationLen,HomeRange,DietBreadth,LitterSize,LittersPerYear,MaxLongevity,HabitatBreadth,NeonateBodyMass,PopulationDensity,Terrestriality,TrophicLevel
Artiodactyla,Bovidae,Cephalophus,nigrifrons,Cephalophus nigrifrons,both,14676.33,NA,NA,2,NA,NA,236.4,1,NA,2,ground dwelling,herbivore
Rodentia,Hystricidae,Hystrix,africaeaustralis,Hystrix africaeaustralis,nocturnal,14936.02,93.49,1.31,2,1.51,1.5,240,1,305.59,NA,ground dwelling,herbivore
Carnivora,Felidae,Neofelis,nebulosa,Neofelis nebulosa,both,14945.05,93.44,NA,4,2.25,NA,204,1,166.49,NA,above ground,carnivore
Diprotodontia,Macropodidae,Wallabia,bicolor,Wallabia bicolor,nocturnal,14999.95,35.88,0.11,2,1.04,1.4,180,1,0.6,32,ground dwelling,herbivore
Artiodactyla,Bovidae,Gazella,dorcas,Gazella dorcas,both,15635.95,172,15.52,2,1.22,NA,209.04,1,1573.21,2.3,ground dwelling,omnivore
Artiodactyla,Bovidae,Sylvicapra,grimmia,Sylvicapra grimmia,both,15639.15,174.89,NA,2,0.98,2,171.96,1,1581.45,2.42,ground dwelling,herbivore
Artiodactyla,Bovidae,Cephalophus,zebra,Cephalophus zebra,NA,15654.75,223.89,NA,3,1,NA,146.04,1,1704.99,NA,ground dwelling,omnivore
Carnivora,Canidae,Cuon,alpinus,Cuon alpinus,both,15800,61.5,33.64,2,4.3,NA,192,1,275,0.55,ground dwelling,carnivore
Primates,Cercopithecidae,Papio,cynocephalus,Papio cynocephalus,diurnal,15822.15,172.99,14.95,2,1.01,NA,540,1,709.88,5.86,NA,herbivore
Primates,Cercopithecidae,Theropithecus,gelada,Theropithecus gelada,diurnal,15964.11,178.64,1.16,NA,1.01,NA,336,NA,464.92,51.42,NA,herbivore
Artiodactyla,Cervidae,Mazama,chunyi,Mazama chunyi,NA,16071.74,243.33,NA,NA,1.5,NA,NA,NA,NA,NA,ground dwelling,NA
Artiodactyla,Cervidae,Mazama,bricenii,Mazama bricenii,NA,16499.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Artiodactyla,Cervidae,Mazama,nana,Mazama nana,NA,16499.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Artiodactyla,Cervidae,Mazama,gouazoubira,Mazama gouazoubira,both,16633.17,219.86,NA,NA,1,NA,144,NA,834.46,9.21,ground dwelling,herbivore
Primates,Cercopithecidae,Mandrillus,sphinx,Mandrillus sphinx,diurnal,16685.06,173.99,26.34,4,1.02,NA,555.96,2,612.89,21.4,above ground,omnivore
Diprotodontia,Macropodidae,Macropus,rufogriseus,Macropus rufogriseus,nocturnal,16850,30,0.12,NA,1.01,1,228,NA,0.53,46.47,ground dwelling,NA
Diprotodontia,Macropodidae,Macropus,bernardus,Macropus bernardus,NA,17000,NA,NA,NA,1,NA,NA,NA,NA,NA,ground dwelling,NA
Artiodactyla,Bovidae,Ourebia,ourebi,Ourebia ourebi,diurnal,17186.09,210.5,NA,NA,0.98,NA,189.96,2,2196.14,2.43,ground dwelling,herbivore
Artiodactyla,Cervidae,Muntiacus,muntjak,Muntiacus muntjak,both,17611.59,210,NA,NA,1,NA,211.2,2,1371.39,3.12,NA,herbivore
Primates,Cercopithecidae,Papio,anubis,Papio anubis,diurnal,17728.56,178.96,4.83,NA,1.01,NA,302.4,2,947.31,10.8,NA,NA
Primates,Cercopithecidae,Papio,ursinus,Papio ursinus,diurnal,17729.44,185.92,9.12,NA,1.01,NA,540,2,599.99,2.77,NA,herbivore
Primates,Cercopithecidae,Papio,papio,Papio papio,diurnal,18026.05,184.42,NA,NA,1.01,NA,480,2,600.38,11.07,NA,NA
Rodentia,Castoridae,Castor,canadensis,Castor canadensis,both,18124.41,111.59,0.06,4,3.6,1,180,2,415.17,0.6,ground dwelling,herbivore
Artiodactyla,Bovidae,Cephalophus,ogilbyi,Cephalophus ogilbyi,diurnal,18386.42,121.66,0.07,4,1,NA,NA,2,NA,NA,NA,NA
Artiodactyla,Cervidae,Muntiacus,crinifrons,Muntiacus crinifrons,NA,18590.01,195.57,NA,NA,1,NA,NA,2,NA,NA,NA,omnivore
Artiodactyla,Cervidae,Muntiacus,gongshanensis,Muntiacus gongshanensis,NA,18590.01,NA,NA,2,NA,NA,NA,1,NA,NA,NA,omnivore
Artiodactyla,Bovidae,Gazella,bennettii,Gazella bennettii,NA,18916.67,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
Artiodactyla,Cervidae,Muntiacus,atherodes,Muntiacus atherodes,both,18939.1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,herbivore
Rodentia,Castoridae,Castor,fiber,Castor fiber,NA,19000,106.42,NA,1,2.95,1,300,2,550.27,NA,NA,herbivore
Artiodactyla,Bovidae,Cephalophus,callipygus,Cephalophus callipygus,diurnal,19079.23,NA,0.32,1,NA,NA,NA,NA,2800,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Cephalophus,niger,Cephalophus niger,NA,19094.32,126,NA,3,1,NA,122.04,1,1940,1.14,ground dwelling,omnivore
Artiodactyla,Bovidae,Tetracerus,quadricornis,Tetracerus quadricornis,NA,19282.12,207.31,NA,NA,1.65,NA,129.96,NA,1040,NA,NA,herbivore
Carnivora,Felidae,Lynx,lynx,Lynx lynx,both,19300,66.99,136.35,3,2.3,1,321.6,NA,289,0.02,ground dwelling,carnivore
Carnivora,Mustelidae,Aonyx,capensis,Aonyx capensis,both,19322.22,62.99,99.74,6,2.62,NA,132,1,NA,0.35,ground dwelling,omnivore
Artiodactyla,Bovidae,Cephalophus,dorsalis,Cephalophus dorsalis,nocturnal,20000,238,0.27,6,1,NA,204.96,1,1611.37,NA,ground dwelling,omnivore
Artiodactyla,Bovidae,Gazella,spekei,Gazella spekei,NA,20000,178.59,NA,1,1,NA,152.04,1,1250,NA,ground dwelling,NA
Artiodactyla,Cervidae,Mazama,americana,Mazama americana,both,20546.86,225,NA,NA,1.22,NA,165.6,1,NA,9.3,ground dwelling,herbivore
Artiodactyla,Cervidae,Mazama,rufina,Mazama rufina,NA,21099.25,231.64,NA,1,1.22,NA,NA,1,NA,NA,ground dwelling,NA
Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,both,21133.69,144.88,1.37,1,1.56,2,296.4,1,618.53,7.92,ground dwelling,herbivore
Rodentia,Caviidae,Hydrochoerus,isthmius,Hydrochoerus isthmius,NA,21267.32,108.21,NA,1,4.99,NA,NA,1,NA,NA,NA,NA
Artiodactyla,Bovidae,Gazella,gazella,Gazella gazella,both,21306.83,180,1.46,1,1.22,NA,219,1,2124.99,0.4,ground dwelling,herbivore
Carnivora,Canidae,Lycaon,pictus,Lycaon pictus,diurnal,21999.99,71.18,395.88,1,8.1,NA,132,1,297.45,0.01,ground dwelling,carnivore
Artiodactyla,Cervidae,Muntiacus,feae,Muntiacus feae,NA,21999.99,195.57,NA,1,1.22,NA,NA,1,NA,NA,NA,omnivore
Artiodactyla,Bovidae,Hemitragus,jayakari,Hemitragus jayakari,both,22210.18,164.31,NA,NA,1,NA,168,NA,NA,NA,ground dwelling,herbivore
Artiodactyla,Cervidae,Capreolus,capreolus,Capreolus capreolus,both,22502.01,196,0.52,1,1.79,NA,204,1,1208.55,7.61,ground dwelling,NA
Artiodactyla,Bovidae,Pelea,capreolus,Pelea capreolus,diurnal,22731.33,260.99,NA,4,1,NA,147.96,1,NA,18.71,ground dwelling,herbivore
Artiodactyla,Bovidae,Eudorcas,thomsonii,Eudorcas thomsonii,both,22907.43,166.14,NA,1,1,NA,182.04,1,2500,12.53,ground dwelling,herbivore
Artiodactyla,Cervidae,Elaphodus,cephalophus,Elaphodus cephalophus,NA,23087.87,181.24,NA,1,1,NA,NA,1,NA,NA,NA,NA
Artiodactyla,Bovidae,Procapra,picticaudata,Procapra picticaudata,NA,23197.67,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA
Carnivora,Canidae,Chrysocyon,brachyurus,Chrysocyon brachyurus,both,23325,63.48,21.36,1,2,NA,180,1,372.29,NA,ground dwelling,omnivore
Artiodactyla,Bovidae,Gazella,arabica,Gazella arabica,NA,24124.67,NA,NA,NA,1.5,NA,135.96,NA,NA,NA,NA,herbivore
Artiodactyla,Bovidae,Gazella,leptoceros,Gazella leptoceros,NA,24645.75,167.29,NA,NA,1,NA,168,NA,4615.3,NA,ground dwelling,herbivore
Diprotodontia,Macropodidae,Macropus,fuliginosus,Macropus fuliginosus,nocturnal,25564.7,30.8,2.52,NA,1,1,240,NA,0.86,56,ground dwelling,NA
Diprotodontia,Macropodidae,Macropus,robustus,Macropus robustus,nocturnal,25978.92,34.59,0.98,NA,1,NA,288,NA,0.7,40,ground dwelling,herbivore
Carnivora,Mustelidae,Pteronura,brasiliensis,Pteronura brasiliensis,diurnal,26000,70,85.85,NA,2.12,NA,154,NA,204.25,NA,ground dwelling,carnivore
Diprotodontia,Vombatidae,Vombatus,ursinus,Vombatus ursinus,nocturnal,26000,30,0.08,NA,1,NA,313.2,NA,0.49,25.92,ground dwelling,herbivore
Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Lasiorhinus latifrons,nocturnal,26163.8,20.74,NA,1,1,NA,294,1,0.49,67.99,ground dwelling,herbivore
Artiodactyla,Bovidae,Gazella,subgutturosa,Gazella subgutturosa,both,26981.37,159.68,NA,1,1.39,NA,240,1,2317.85,0.64,ground dwelling,herbivore
Artiodactyla,Bovidae,Eudorcas,rufifrons,Eudorcas rufifrons,NA,26999.77,174.73,NA,1,1,NA,162,1,NA,1.56,ground dwelling,NA
Artiodactyla,Bovidae,Naemorhedus,caudatus,Naemorhedus caudatus,NA,26999.99,NA,NA,5,NA,NA,108.96,1,NA,NA,NA,NA
Diprotodontia,Macropodidae,Macropus,antilopinus,Macropus antilopinus,nocturnal,27250.1,34,0.5,3,1,NA,192,NA,0.7,21.21,ground dwelling,NA
Artiodactyla,Bovidae,Procapra,przewalskii,Procapra przewalskii,NA,27499.99,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Bovidae,Ammodorcas,clarkei,Ammodorcas clarkei,NA,28049.81,200,NA,NA,1,NA,36,NA,NA,0.73,ground dwelling,NA
Artiodactyla,Bovidae,Procapra,gutturosa,Procapra gutturosa,both,28274.27,189.94,NA,NA,1.41,NA,84,NA,2900,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Naemorhedus,goral,Naemorhedus goral,both,28796.51,212.91,NA,NA,1,NA,211.2,NA,2000,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Naemorhedus,baileyi,Naemorhedus baileyi,NA,28863.45,212.91,NA,1,1.5,NA,219,NA,NA,NA,NA,NA
Artiodactyla,Bovidae,Pseudois,schaeferi,Pseudois schaeferi,NA,29249.99,NA,NA,1,NA,NA,NA,1,NA,NA,ground dwelling,NA
Artiodactyla,Bovidae,Redunca,fulvorufula,Redunca fulvorufula,both,29352.66,222.99,0.07,3,NA,NA,147.96,1,2719.09,7.77,ground dwelling,herbivore
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Myrmecophaga tridactyla,both,29531.83,182.74,4,1,1,1,312,1,1500,1.1,ground dwelling,carnivore
Artiodactyla,Bovidae,Rupicapra,pyrenaica,Rupicapra pyrenaica,NA,29999.99,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA
Carnivora,Canidae,Canis,lupus,Canis lupus,both,31756.51,63.5,159.86,3,4.98,2,354,1,412.31,0.01,ground dwelling,carnivore
Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,both,31798.71,158,40.97,5,2,NA,252,NA,1000,1.59,ground dwelling,omnivore
Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Lasiorhinus krefftii,nocturnal,31849.99,NA,0.05,NA,1,1,360,NA,NA,21.99,ground dwelling,herbivore
Carnivora,Felidae,Uncia,uncia,Uncia uncia,both,32500,100.95,22.72,NA,2.12,NA,216,NA,442.6,0.07,ground dwelling,carnivore
Artiodactyla,Bovidae,Pantholops,hodgsonii,Pantholops hodgsonii,NA,32733.12,212.91,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Pholidota,Manidae,Manis,gigantea,Manis gigantea,NA,32999.7,NA,NA,NA,NA,1,NA,NA,499.99,NA,NA,NA
Artiodactyla,Bovidae,Rupicapra,rupicapra,Rupicapra rupicapra,NA,33266.35,178.32,2.65,NA,1,NA,264,NA,2250,NA,ground dwelling,herbivore
Diprotodontia,Macropodidae,Macropus,giganteus,Macropus giganteus,both,33409.89,36.56,0.41,NA,1,1,288,NA,0.84,41.95,ground dwelling,herbivore
Artiodactyla,Bovidae,Antidorcas,marsupialis,Antidorcas marsupialis,both,33571.24,169.49,NA,NA,1,NA,240,1,3841.48,10.69,ground dwelling,herbivore
Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Ozotoceros bezoarticus,NA,34620.4,220.38,6.16,2,1,NA,NA,NA,2100,NA,ground dwelling,herbivore
Carnivora,Hyaenidae,Hyaena,hyaena,Hyaena hyaena,both,35070.51,90.5,45.19,1,2.44,NA,288,1,653.23,NA,ground dwelling,omnivore
Primates,Hominidae,Pan,paniscus,Pan paniscus,diurnal,35119.95,235.24,27.93,NA,1.01,NA,576,NA,1399.53,2,above ground,omnivore
Artiodactyla,Tayassuidae,Catagonus,wagneri,Catagonus wagneri,diurnal,35566.4,152.08,7,NA,2.47,NA,108,NA,600.2,9.24,ground dwelling,omnivore
Artiodactyla,Bovidae,Antilope,cervicapra,Antilope cervicapra,NA,36301.1,166.59,0.62,NA,1.22,2,243,NA,3386.14,4.25,ground dwelling,herbivore
Artiodactyla,Cervidae,Muntiacus,vuquangensis,Muntiacus vuquangensis,NA,36690.82,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Artiodactyla,Cervidae,Axis,porcinus,Axis porcinus,NA,37448.29,220.13,0.52,NA,1,NA,240,NA,2483.33,16.5,NA,herbivore
Artiodactyla,Bovidae,Saiga,tatarica,Saiga tatarica,diurnal,37734.01,148.49,NA,NA,1.5,NA,144,NA,3326.46,0.75,above ground,herbivore
Artiodactyla,Bovidae,Litocranius,walleri,Litocranius walleri,NA,38804.37,204.15,NA,NA,1,NA,156,NA,NA,0.43,ground dwelling,herbivore
Diprotodontia,Macropodidae,Macropus,rufus,Macropus rufus,nocturnal,38968.39,33.99,4.08,NA,1,NA,360,NA,0.81,3.14,ground dwelling,herbivore
Primates,Hominidae,Pongo,abelii,Pongo abelii,NA,39696.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Cervidae,Axis,calamianensis,Axis calamianensis,diurnal,39812.6,224,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Cingulata,Dasypodidae,Priodontes,maximus,Priodontes maximus,nocturnal,40641.89,124.24,3.19,NA,1.5,NA,180,NA,113,0.35,ground dwelling,carnivore
Artiodactyla,Cervidae,Capreolus,pygargus,Capreolus pygargus,both,41371.03,290,0.99,NA,2,NA,NA,NA,1923.53,80,ground dwelling,NA
Artiodactyla,Bovidae,Nanger,soemmerringii,Nanger soemmerringii,diurnal,41582.93,192.53,NA,NA,1,NA,186,NA,NA,5.47,ground dwelling,NA
Carnivora,Hyaenidae,Hyaena,brunnea,Hyaena brunnea,nocturnal,42977.93,95.8,67.3,NA,2.3,NA,204,NA,693.09,0.01,ground dwelling,omnivore
Artiodactyla,Bovidae,Capricornis,crispus,Capricornis crispus,NA,43030.64,213,0.11,NA,1,1,222.96,NA,3499.99,1.98,NA,NA
Artiodactyla,Bovidae,Tragelaphus,scriptus,Tragelaphus scriptus,both,43250.39,182.5,0.02,NA,1,NA,156,NA,3027.79,1.52,ground dwelling,herbivore
Artiodactyla,Bovidae,Redunca,redunca,Redunca redunca,both,43288.95,228.12,NA,NA,1,NA,216,NA,NA,1.03,ground dwelling,herbivore
Primates,Hominidae,Pan,troglodytes,Pan troglodytes,diurnal,45000,231.49,10.85,NA,1.05,NA,720,NA,1745.02,1.63,above ground,omnivore
Artiodactyla,Cervidae,Rusa,alfredi,Rusa alfredi,NA,46475.04,243.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Antilocapridae,Antilocapra,americana,Antilocapra americana,NA,47450.01,247.99,8.05,4,1.93,1,144,2,3454.7,0.82,ground dwelling,herbivore
Artiodactyla,Camelidae,Vicugna,vicugna,Vicugna vicugna,NA,47499.61,345.45,0.12,3,1,1,297.6,2,6082.92,3.1,ground dwelling,herbivore
Artiodactyla,Bovidae,Capra,nubiana,Capra nubiana,NA,47763.72,150,NA,3,1,NA,204,2,NA,NA,NA,NA
Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Hydrochoerus hydrochaeris,both,48144.91,150.73,0.07,3,3.49,1,144,2,1500,125.34,above ground,herbivore
Artiodactyla,Cervidae,Rusa,marianna,Rusa marianna,NA,49457.61,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
Carnivora,Felidae,Acinonyx,jubatus,Acinonyx jubatus,diurnal,50577.92,92.24,88.27,3,3.28,NA,228,2,441.66,0.01,ground dwelling,carnivore
Artiodactyla,Bovidae,Pseudois,nayaur,Pseudois nayaur,diurnal,52334.57,159.74,NA,3,1.22,NA,288,2,NA,2.49,ground dwelling,herbivore
Carnivora,Felidae,Panthera,pardus,Panthera pardus,both,52399.99,96.74,18.78,NA,2.14,1,276,1,553.39,0.07,ground dwelling,carnivore
Artiodactyla,Bovidae,Aepyceros,melampus,Aepyceros melampus,diurnal,52591.69,196.74,1.97,NA,0.98,NA,213,1,5238.4,13.36,ground dwelling,herbivore
Artiodactyla,Cervidae,Cervus,nippon,Cervus nippon,both,52999.99,223.66,1.43,2,1,NA,305.04,1,4277.11,0.75,ground dwelling,herbivore
Primates,Hominidae,Pongo,pygmaeus,Pongo pygmaeus,diurnal,53408.29,259.42,3.88,NA,1.07,NA,720,NA,1644.2,2,above ground,omnivore
Artiodactyla,Suidae,Sus,celebensis,Sus celebensis,both,53813.21,126,NA,NA,3.24,NA,NA,2,NA,NA,NA,omnivore
Carnivora,Felidae,Puma,concolor,Puma concolor,both,53954.05,92.3,129.89,2,2.76,0.75,240,NA,409.87,0.02,ground dwelling,carnivore
Artiodactyla,Bovidae,Capra,falconeri,Capra falconeri,diurnal,54303.37,167.98,NA,NA,1.73,NA,168,1,NA,NA,ground dwelling,herbivore
Artiodactyla,Cervidae,Axis,kuhlii,Axis kuhlii,diurnal,54999.99,227.49,NA,NA,1.22,1.3,NA,1,NA,4.44,NA,herbivore
Artiodactyla,Bovidae,Nanger,granti,Nanger granti,both,55464.46,191.21,NA,3,1,NA,152.04,1,5215.17,3.92,ground dwelling,herbivore
Tubulidentata,Orycteropodidae,Orycteropus,afer,Orycteropus afer,nocturnal,56175.2,222.05,NA,NA,1.1,1,288,1,1899.68,NA,ground dwelling,carnivore
Artiodactyla,Bovidae,Cephalophus,spadix,Cephalophus spadix,nocturnal,56857.02,NA,NA,NA,NA,NA,65.04,1,NA,NA,ground dwelling,herbivore
Carnivora,Ursidae,Helarctos,malayanus,Helarctos malayanus,nocturnal,57075.78,98.34,NA,1,1.1,NA,297.6,1,324.99,NA,ground dwelling,herbivore
Artiodactyla,Cervidae,Dama,dama,Dama dama,both,57224.61,230,0.71,NA,1,NA,300,2,4698.44,21.99,ground dwelling,herbivore
Artiodactyla,Bovidae,Redunca,arundinum,Redunca arundinum,both,58059.24,220.52,NA,NA,0.98,NA,201,NA,4500,0.65,ground dwelling,herbivore
Artiodactyla,Bovidae,Capra,caucasica,Capra caucasica,NA,58149.52,155,NA,3,1.09,NA,264,2,NA,NA,NA,NA
Artiodactyla,Bovidae,Capra,pyrenaica,Capra pyrenaica,NA,60898.77,150,0.64,2,1.5,NA,192,2,NA,NA,NA,herbivore
Artiodactyla,Bovidae,Cephalophus,silvicultor,Cephalophus silvicultor,both,62006.6,234.43,NA,3,1,NA,207.96,1,4400.72,0.5,ground dwelling,omnivore
Carnivora,Hyaenidae,Crocuta,crocuta,Crocuta crocuta,nocturnal,63369.98,112.33,21.93,2,1.91,NA,493.2,1,1460,0.12,ground dwelling,carnivore
Artiodactyla,Cervidae,Rusa,timorensis,Rusa timorensis,nocturnal,66375.5,250.29,NA,NA,1,NA,NA,NA,NA,NA,NA,herbivore
Artiodactyla,Bovidae,Cephalophus,jentinki,Cephalophus jentinki,nocturnal,68489.54,NA,NA,NA,1,NA,210,NA,4581.46,0.1,NA,herbivore
Artiodactyla,Cervidae,Hippocamelus,antisensis,Hippocamelus antisensis,NA,68599.35,235.72,NA,1,1,NA,127.2,NA,NA,1.2,ground dwelling,herbivore
Artiodactyla,Bovidae,Hemitragus,jemlahicus,Hemitragus jemlahicus,NA,68616.43,195.76,NA,NA,1.01,NA,261.6,NA,2700,NA,NA,herbivore
Artiodactyla,Suidae,Potamochoerus,larvatus,Potamochoerus larvatus,nocturnal,69063.79,121.73,4.47,1,2.73,NA,NA,NA,NA,0.4,ground dwelling,omnivore
Artiodactyla,Cervidae,Hippocamelus,bisulcus,Hippocamelus bisulcus,both,69240.81,212.91,0.86,1,1,1,NA,NA,3575.62,1.12,ground dwelling,herbivore
Artiodactyla,Cervidae,Axis,axis,Axis axis,NA,69499.99,227.49,0.67,NA,1.01,NA,249.6,NA,3156.86,6.69,NA,NA
Artiodactyla,Bovidae,Capra,ibex,Capra ibex,NA,69546.83,167.5,NA,NA,1.11,NA,267.6,NA,2779.07,NA,ground dwelling,herbivore
Artiodactyla,Suidae,Potamochoerus,porcus,Potamochoerus porcus,both,70000.31,120,NA,2,3,NA,240,NA,750,0.23,ground dwelling,omnivore
Artiodactyla,Bovidae,Ovis,dalli,Ovis dalli,NA,70194.13,172.49,10.15,4,1.22,NA,192,1,3499.99,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Nanger,dama,Nanger dama,diurnal,71424.81,194.93,NA,1,1,NA,207.96,1,NA,0.18,ground dwelling,herbivore
Artiodactyla,Bovidae,Kobus,vardonii,Kobus vardonii,both,71462.72,258.09,NA,4,1,NA,NA,1,5798.07,4.78,ground dwelling,herbivore
Artiodactyla,Bovidae,Oreamnos,americanus,Oreamnos americanus,both,72105.4,181.24,18.17,3,1.4,NA,230.04,1,3080.81,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Hemitragus,hylocrius,Hemitragus hylocrius,both,74186.41,186.35,NA,NA,1.41,NA,207,NA,NA,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Ovis,canadensis,Ovis canadensis,both,74644.87,177.49,18.94,NA,1.16,NA,288,NA,4115.85,1.48,ground dwelling,herbivore
Artiodactyla,Bovidae,Tragelaphus,spekii,Tragelaphus spekii,both,75554.25,241.15,NA,2,1,NA,258,1,4000,1.66,ground dwelling,herbivore
Artiodactyla,Suidae,Phacochoerus,aethiopicus,Phacochoerus aethiopicus,diurnal,75607.52,165.4,1.35,NA,3.2,1.5,225.6,NA,691.95,7.61,ground dwelling,herbivore
Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,both,75901.25,201.39,1.99,NA,1.57,NA,276,NA,2949.99,17.32,ground dwelling,herbivore
Artiodactyla,Bovidae,Damaliscus,pygargus,Damaliscus pygargus,NA,77784.55,240.54,NA,4,1.41,NA,260.04,NA,6873.81,24.56,NA,NA
Artiodactyla,Bovidae,Beatragus,hunteri,Beatragus hunteri,NA,79132.17,252.28,NA,4,1,NA,182.04,2,8350,0.42,ground dwelling,herbivore
Artiodactyla,Bovidae,Kobus,kob,Kobus kob,NA,80035.21,254.76,99.57,4,1,NA,263.04,NA,5376.23,2.6,ground dwelling,herbivore
Artiodactyla,Suidae,Phacochoerus,africanus,Phacochoerus africanus,diurnal,82499.99,172.49,1.55,5,NA,NA,180,2,NA,NA,NA,herbivore
Carnivora,Felidae,Panthera,onca,Panthera onca,both,83943.09,102.49,52.55,4,1.96,NA,276,NA,817.3,0.05,ground dwelling,carnivore
Artiodactyla,Suidae,Sus,scrofa,Sus scrofa,both,84471.54,115.2,1.18,4,4.52,1.5,252,1,807.77,3.54,NA,omnivore
Artiodactyla,Cervidae,Odocoileus,hemionus,Odocoileus hemionus,NA,84560.57,203.49,2.01,NA,1.61,NA,264,NA,3007.49,16,ground dwelling,herbivore
Artiodactyla,Bovidae,Kobus,megaceros,Kobus megaceros,NA,85805.93,NA,NA,4,NA,NA,224.04,NA,NA,0.34,NA,NA
Artiodactyla,Bovidae,Tragelaphus,angasii,Tragelaphus angasii,both,87616.76,219.99,1.63,4,1,NA,192,NA,5541.58,126.94,ground dwelling,herbivore
Artiodactyla,Bovidae,Kobus,leche,Kobus leche,both,88645.04,229.8,NA,4,1,NA,222.96,NA,5100,31,ground dwelling,herbivore
Artiodactyla,Suidae,Sus,verrucosus,Sus verrucosus,NA,89406.23,121.66,NA,4,5.47,NA,168,NA,NA,NA,NA,omnivore
Artiodactyla,Bovidae,Ovis,nivicola,Ovis nivicola,NA,90000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Suidae,Babyrousa,babyrussa,Babyrousa babyrussa,diurnal,92950.09,156.5,NA,1,1.73,1.5,288,1,715,NA,ground dwelling,omnivore
Artiodactyla,Bovidae,Ammotragus,lervia,Ammotragus lervia,NA,94202.22,156.24,7.06,NA,1.22,NA,252,1,4500,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Tragelaphus,imberbis,Tragelaphus imberbis,NA,94320.39,222,NA,NA,1,NA,227,NA,5891.21,0.35,ground dwelling,herbivore
Artiodactyla,Cervidae,Rucervus,eldii,Rucervus eldii,NA,95471.61,240.19,NA,1,1.01,NA,232.8,1,4674.98,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Addax,nasomaculatus,Addax nasomaculatus,nocturnal,96077.36,262.74,NA,1,1,NA,308.04,1,5633.76,NA,ground dwelling,herbivore
Artiodactyla,Bovidae,Pseudoryx,nghetinhensis,Pseudoryx nghetinhensis,NA,97842.2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,herbivore
Carnivora,Ursidae,Ursus,thibetanus,Ursus thibetanus,both,99714.19,199.92,0.7,1,1.5,NA,422,1,357.5,NA,ground dwelling,herbivore
Carnivora,Ursidae,Melursus,ursinus,Melursus ursinus,both,99999.99,203.36,7.69,NA,1.54,NA,480,NA,NA,0.13,ground dwelling,omnivore
Artiodactyla,Bovidae,Capra,walie,Capra walie,NA,100144.02,157.5,NA,6,1,NA,NA,1,NA,4.07,ground dwelling,NA
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer tarandus,NA,109088.5,222.5,2771.22,6,2,NA,242.4,1,5490.62,2.55,NA,herbivore
Carnivora,Ursidae,Ursus,americanus,Ursus americanus,diurnal,110500,213.95,31.25,3,2.39,NA,384,1,293.99,0.72,ground dwelling,herbivore
Artiodactyla,Bovidae,Capricornis,sumatraensis,Capricornis sumatraensis,NA,110942.22,231.37,NA,1,1.22,NA,252,1,4100,NA,NA,herbivore
Artiodactyla,Cervidae,Blastocerus,dichotomus,Blastocerus dichotomus,both,112518.53,272.37,NA,4,0.98,1,NA,NA,4199.99,0.12,ground dwelling,herbivore
Primates,Hominidae,Gorilla,gorilla,Gorilla gorilla,diurnal,112588.99,257,4.03,3,1.05,NA,648,2,2095.89,0.59,ground dwelling,omnivore
Artiodactyla,Bovidae,Ovis,ammon,Ovis ammon,NA,113998.72,165,4.59,6,1.22,NA,180.96,2,3232.64,0.02,ground dwelling,herbivore
Carnivora,Ursidae,Ailuropoda,melanoleuca,Ailuropoda melanoleuca,both,117999.99,134.99,3.55,1,1.62,NA,360,NA,104.39,0.18,ground dwelling,herbivore
